"q1_mass","q3_mass","ms3_mass","met_name","dp","ep","ce","cxp","af","quantifier","ms_mode","ion_intensity_rank","ion_abundance","precursor_formula","product_ion_reference","product_formula","production_ion_notes","met_id","external_reference","q1_mass_units","q3_mass_units","ms3_mass_units","threshold_units","dp_units","ep_units","ce_units","cxp_units","af_units","ms_group","threshold","dwell_weight","component_name","ms_include","ms_is","precursor_fragment","product_fragment","precursor_exactmass","product_exactmass","ms_methodtype","id","precursor_fragment_elements","product_fragment_elements"
"208.0988267967","119.0600887112",NULL,"L-Tryptophan-C6[13C]5H11N2O2_C5[13C]3H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C6[13C]5H11N2O2-","Beuscher 2010","C5[13C]3H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m5-3","5000","1","trp-L.trp-L_m5-3",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","208.0988267967","119.0600887112","isotopomer_13C",1414,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"208.0988267967","120.063443549",NULL,"L-Tryptophan-C6[13C]5H11N2O2_C4[13C]4H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C6[13C]5H11N2O2-","Beuscher 2010","C4[13C]4H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m5-4","5000","1","trp-L.trp-L_m5-4",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","208.0988267967","120.063443549","isotopomer_13C",1415,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"208.0988267967","121.0667983868",NULL,"L-Tryptophan-C6[13C]5H11N2O2_C3[13C]5H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C6[13C]5H11N2O2-","Beuscher 2010","C3[13C]5H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m5-5","5000","1","trp-L.trp-L_m5-5",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","208.0988267967","121.0667983868","isotopomer_13C",1416,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"209.1021816345","119.0600887112",NULL,"L-Tryptophan-C5[13C]6H11N2O2_C5[13C]3H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C5[13C]6H11N2O2-","Beuscher 2010","C5[13C]3H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m6-3","5000","1","trp-L.trp-L_m6-3",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","209.1021816345","119.0600887112","isotopomer_13C",1417,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"209.1021816345","120.063443549",NULL,"L-Tryptophan-C5[13C]6H11N2O2_C4[13C]4H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C5[13C]6H11N2O2-","Beuscher 2010","C4[13C]4H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m6-4","5000","1","trp-L.trp-L_m6-4",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","209.1021816345","120.063443549","isotopomer_13C",1418,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"209.1021816345","121.0667983868",NULL,"L-Tryptophan-C5[13C]6H11N2O2_C3[13C]5H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C5[13C]6H11N2O2-","Beuscher 2010","C3[13C]5H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m6-5","5000","1","trp-L.trp-L_m6-5",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","209.1021816345","121.0667983868","isotopomer_13C",1419,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"209.1021816345","122.0701532246",NULL,"L-Tryptophan-C5[13C]6H11N2O2_C2[13C]6H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C5[13C]6H11N2O2-","Beuscher 2010","C2[13C]6H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m6-6","5000","1","trp-L.trp-L_m6-6",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","209.1021816345","122.0701532246","isotopomer_13C",1420,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"210.1055364723","120.063443549",NULL,"L-Tryptophan-C4[13C]7H11N2O2_C4[13C]4H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C4[13C]7H11N2O2-","Beuscher 2010","C4[13C]4H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m7-4","5000","1","trp-L.trp-L_m7-4",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","210.1055364723","120.063443549","isotopomer_13C",1421,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"210.1055364723","121.0667983868",NULL,"L-Tryptophan-C4[13C]7H11N2O2_C3[13C]5H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C4[13C]7H11N2O2-","Beuscher 2010","C3[13C]5H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m7-5","5000","1","trp-L.trp-L_m7-5",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","210.1055364723","121.0667983868","isotopomer_13C",1422,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"163","128",NULL,"5-Hydroxy-L-lysine","33.85","10","14.6","15.2",NULL,NULL,"+",1,"510000",NULL,NULL,NULL,NULL,"5hlys",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","5hlys","5000","1",NULL,False,False,NULL,NULL,NULL,NULL,"tuning",31,NULL,NULL
"210.1055364723","122.0701532246",NULL,"L-Tryptophan-C4[13C]7H11N2O2_C2[13C]6H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C4[13C]7H11N2O2-","Beuscher 2010","C2[13C]6H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m7-6","5000","1","trp-L.trp-L_m7-6",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","210.1055364723","122.0701532246","isotopomer_13C",1423,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"210.1055364723","123.0735080624",NULL,"L-Tryptophan-C4[13C]7H11N2O2_C[13C]7H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C4[13C]7H11N2O2-","Beuscher 2010","C[13C]7H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m7-7","5000","1","trp-L.trp-L_m7-7",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","210.1055364723","123.0735080624","isotopomer_13C",1424,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"211.1088913101","121.0667983868",NULL,"L-Tryptophan-C3[13C]8H11N2O2_C3[13C]5H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C3[13C]8H11N2O2-","Beuscher 2010","C3[13C]5H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m8-5","5000","1","trp-L.trp-L_m8-5",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","211.1088913101","121.0667983868","isotopomer_13C",1425,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"211.1088913101","122.0701532246",NULL,"L-Tryptophan-C3[13C]8H11N2O2_C2[13C]6H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C3[13C]8H11N2O2-","Beuscher 2010","C2[13C]6H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m8-6","5000","1","trp-L.trp-L_m8-6",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","211.1088913101","122.0701532246","isotopomer_13C",1426,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"211.1088913101","123.0735080624",NULL,"L-Tryptophan-C3[13C]8H11N2O2_C[13C]7H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C3[13C]8H11N2O2-","Beuscher 2010","C[13C]7H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m8-7","5000","1","trp-L.trp-L_m8-7",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","211.1088913101","123.0735080624","isotopomer_13C",1427,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"211.1088913101","124.0768629002",NULL,"L-Tryptophan-C3[13C]8H11N2O2_[13C]8H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C3[13C]8H11N2O2-","Beuscher 2010","[13C]8H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m8-8","5000","1","trp-L.trp-L_m8-8",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","211.1088913101","124.0768629002","isotopomer_13C",1428,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"212.1122461479","123.0735080624",NULL,"L-Tryptophan-C2[13C]9H11N2O2_C[13C]7H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C2[13C]9H11N2O2-","Beuscher 2010","C[13C]7H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m9-7","5000","1","trp-L.trp-L_m9-7",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","212.1122461479","123.0735080624","isotopomer_13C",1430,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"212.1122461479","124.0768629002",NULL,"L-Tryptophan-C2[13C]9H11N2O2_[13C]8H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C2[13C]9H11N2O2-","Beuscher 2010","[13C]8H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m9-8","5000","1","trp-L.trp-L_m9-8",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","212.1122461479","124.0768629002","isotopomer_13C",1431,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"213.1156009857","123.0735080624",NULL,"L-Tryptophan-C[13C]10H11N2O2_C[13C]7H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C[13C]10H11N2O2-","Beuscher 2010","C[13C]7H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m10-7","5000","1","trp-L.trp-L_m10-7",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","213.1156009857","123.0735080624","isotopomer_13C",1432,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"213.1156009857","124.0768629002",NULL,"L-Tryptophan-C[13C]10H11N2O2_[13C]8H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C[13C]10H11N2O2-","Beuscher 2010","[13C]8H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m10-8","5000","1","trp-L.trp-L_m10-8",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","213.1156009857","124.0768629002","isotopomer_13C",1433,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"214.1189558235","124.0768629002",NULL,"L-Tryptophan-[13C]11H11N2O2_[13C]8H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"[13C]11H11N2O2-","Beuscher 2010","[13C]8H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m11-8","5000","1","trp-L.trp-L_m11-8",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","214.1189558235","124.0768629002","isotopomer_13C",1434,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"121","103",NULL,"5,6-dihydrouracil","68","12","6","9",NULL,NULL,"+",1,NULL,NULL,NULL,NULL,NULL,"56dura",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","56dura","5000","1",NULL,False,False,NULL,NULL,NULL,NULL,"tuning",32,NULL,NULL
"134.0081127202","90.018283476",NULL,"Oxaloacetate-C[13C]3H3O5_[13C]3H3O3","-47","-9","-12.8","-13",NULL,NULL,"-",NULL,NULL,"C[13C]3H3O5-","Bajad 2006","[13C]3H3O3-",NULL,"oaa",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","oaa.oaa_m3-3","5000","1","oaa.oaa_m3-3",False,True,"{t,t,t,t}","{f,t,t,t}","134.0081127202","90.018283476","isotopomer_13C",1558,"{C,C,C,C}","{C,C,C,C}"
"90.0272238646","43.0183897184",NULL,"L-Lactate-C2[13C]H5O3_C2H3O","-53.9","-10","-16","-5.3",NULL,NULL,"-",NULL,NULL,"C2[13C]H5O3-","Beuscher 2010","C2H3O-",NULL,"lac-D",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","lac-D.lac-D_m1-0","10000","1","lac-D.lac-D_m1-0",False,True,"{t,t,t}","{f,t,t}","90.0272238646","43.0183897184","isotopomer_13C",1436,"{C,C,C}","{C,C,C}"
"574.068448496","78.9585053763",NULL,"UDPglucose-C4[13C]11H21N2O17P2_O3P","-30","-10","-120","-12.09",NULL,NULL,"-",NULL,NULL,"C15H23N2O17P2-",NULL,"O3P-","pi","udpg",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","udpg.udpg_m11-0","5000","1","udpg.udpg_m11-0",False,False,"{t,t,t,t,t,t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t,t,t,t,t,t,t}","565.0471953444","78.9585053763","isotopomer_13C",1441,"{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}"
"576.0751581716","78.9585053763",NULL,"UDPglucose-C2[13C]13H21N2O17P2_O3P","-30","-10","-120","-12.09",NULL,NULL,"-",NULL,NULL,"C15H23N2O17P2-",NULL,"O3P-","pi","udpg",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","udpg.udpg_m13-0","5000","1","udpg.udpg_m13-0",False,False,"{t,t,t,t,t,t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t,t,t,t,t,t,t}","565.0471953444","78.9585053763","isotopomer_13C",1442,"{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}"
"577.0785130094","78.9585053763",NULL,"UDPglucose-C[13C]14H21N2O17P2_O3P","-30","-10","-120","-12.09",NULL,NULL,"-",NULL,NULL,"C15H23N2O17P2-",NULL,"O3P-","pi","udpg",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","udpg.udpg_m14-0","5000","1","udpg.udpg_m14-0",False,False,"{t,t,t,t,t,t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t,t,t,t,t,t,t}","565.0471953444","78.9585053763","isotopomer_13C",1443,"{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}"
"168.9901994352","96.9690700626",NULL,"Glyceraldehyde 3-phosphate-C3H6O6P_H2O4P","-36","-11","-15","-5.8",NULL,NULL,"-",NULL,NULL,"C3H6O6P-","Beuscher 2010","H2O4P-",NULL,"g3p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","g3p.g3p_m0-0","5000","1","g3p.g3p_m0-0",False,True,"{t,t,t}","{f,f,f}","168.9901994352","96.9690700626","isotopomer_13C",1444,"{C,C,C}","{C,C,C}"
"131","35",NULL,"L-Ornithine","-36.7","-10","-21.4","-5",NULL,2,"-",2,"41000","C5H11N2O2-",NULL,NULL,NULL,"orn",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","orn","5000","1",NULL,False,False,NULL,NULL,"131.0820526",NULL,"tuning",190,NULL,NULL
"578.0818678472","78.9585053763",NULL,"UDPglucose-[13C]15H21N2O17P2_O3P","-30","-10","-120","-12.09",NULL,NULL,"-",NULL,NULL,"C15H23N2O17P2-",NULL,"O3P-","pi","udpg",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","udpg.udpg_m15-0","5000","1","udpg.udpg_m15-0",False,False,"{t,t,t,t,t,t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t,t,t,t,t,t,t}","565.0471953444","78.9585053763","isotopomer_13C",1448,"{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}"
"866","159",NULL,"Succinyl-CoA","-24.3","-10","-87.5","-11.3",NULL,NULL,"-",4,"530000","C25H39N7O19P3S-",NULL,"HO6P2-","or C6H7O3S-","succoa",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts",NULL,"5000","1",NULL,False,False,"{t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f}","866.1234273282",NULL,"tuning",1449,"{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}"
"579.001","255",NULL,"UDP-D-glucuronate","-30","-10","-34.62","-14.04",NULL,NULL,"-",5,"57000","C15H21N2O18P2-",NULL,"C6H8O9P-","Glucuronate-1-phosphate","udpglcur",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts",NULL,"5000","1",NULL,False,False,NULL,NULL,"579.0264599023",NULL,"tuning",1451,NULL,NULL
"579.001","323",NULL,"UDP-D-glucuronate","-30","-10","-31.77","-16.9",NULL,2,"-",2,"88000","C15H21N2O18P2-",NULL,"C9H12N2O9P-","ump","udpglcur",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts",NULL,"5000","1",NULL,True,False,NULL,NULL,"579.0264599023",NULL,"tuning",1452,NULL,NULL
"163","145",NULL,"5-Hydroxy-L-lysine","20.6","10","9.4","7.2",NULL,NULL,"+",NULL,"310000",NULL,NULL,NULL,NULL,"5hlys",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","5hlys","5000","1",NULL,False,False,NULL,NULL,NULL,NULL,"tuning",33,NULL,NULL
"579.001","403",NULL,"UDP-D-glucuronate","-30","-10","-34.6","-24",NULL,1,"-",1,"200000","C15H21N2O18P2-",NULL,"C9H13N2O12P2-","udp","udpglcur",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts",NULL,"5000","1",NULL,True,True,NULL,NULL,"579.0264599023",NULL,"tuning",1453,NULL,NULL
"229.0113288078","96.9690700626",NULL,"alpha-D-Ribose 5-phosphate-C5H10O8P_H2O4P","-53.1","-10","-18.9","-5.3",NULL,NULL,"-",NULL,NULL,"C5H10O8P-","Luo 2007","H2O4P-","Phosphate","r5p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","r5p.r5p_m0-0","5000","1","r5p.r5p_m0-0",False,True,"{t,t,t,t,t}","{f,f,f,f,f}","229.0113288078","96.9690700626","isotopomer_13C",1454,"{C,C,C,C,C}","{C,C,C,C,C}"
"230.0146836456","96.9690700626",NULL,"alpha-D-Ribose 5-phosphate-C4[13C]H10O8P_H2O4P","-53.1","-10","-18.9","-5.3",NULL,NULL,"-",NULL,NULL,"C4[13C]H10O8P-","Luo 2007","H2O4P-","Phosphate","r5p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","r5p.r5p_m1-0","5000","1","r5p.r5p_m1-0",False,True,"{t,t,t,t,t}","{f,f,f,f,f}","230.0146836456","96.9690700626","isotopomer_13C",1455,"{C,C,C,C,C}","{C,C,C,C,C}"
"231.0180384834","96.9690700626",NULL,"alpha-D-Ribose 5-phosphate-C3[13C]2H10O8P_H2O4P","-53.1","-10","-18.9","-5.3",NULL,NULL,"-",NULL,NULL,"C3[13C]2H10O8P-","Luo 2007","H2O4P-","Phosphate","r5p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","r5p.r5p_m2-0","5000","1","r5p.r5p_m2-0",False,True,"{t,t,t,t,t}","{f,f,f,f,f}","231.0180384834","96.9690700626","isotopomer_13C",1456,"{C,C,C,C,C}","{C,C,C,C,C}"
"179","101",NULL,"Hexose_Pool_fru_glc-D",NULL,NULL,NULL,NULL,NULL,NULL,"-",NULL,NULL,"C6H11O6-",NULL,"C4H5O3-",NULL,"Hexose_Pool_fru_glc-D",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","glc-D","5000","1",NULL,False,False,"{t,t,t,t,t,t}","{f,f,t,t,t,t}","179.0555631",NULL,"tuning",1640,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"233.024748159","96.9690700626",NULL,"alpha-D-Ribose 5-phosphate-C[13C]4H10O8P_H2O4P","-53.1","-10","-18.9","-5.3",NULL,NULL,"-",NULL,NULL,"C[13C]4H10O8P-","Luo 2007","H2O4P-","Phosphate","r5p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","r5p.r5p_m4-0","5000","1","r5p.r5p_m4-0",False,True,"{t,t,t,t,t}","{f,f,f,f,f}","233.024748159","96.9690700626","isotopomer_13C",1458,"{C,C,C,C,C}","{C,C,C,C,C}"
"234.0281029968","96.9690700626",NULL,"alpha-D-Ribose 5-phosphate-[13C]5H10O8P_H2O4P","-53.1","-10","-18.9","-5.3",NULL,NULL,"-",NULL,NULL,"[13C]5H10O8P-","Luo 2007","H2O4P-","Phosphate","r5p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","r5p.r5p_m5-0","5000","1","r5p.r5p_m5-0",False,True,"{t,t,t,t,t}","{f,f,f,f,f}","234.0281029968","96.9690700626","isotopomer_13C",1459,"{C,C,C,C,C}","{C,C,C,C,C}"
"229.002","97",NULL,"D-Arabinose 5-phosphate","-53.1","-10","-18.9","-5.3",NULL,1,"-",NULL,NULL,"C5H10O8P-",NULL,"H2O4P-","Phosphate","ara5p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts",NULL,"5000","1",NULL,True,True,NULL,NULL,"229.0113288078",NULL,"tuning",1461,NULL,NULL
"229.002","139",NULL,"D-Arabinose 5-phosphate","-46.2","-10","-19.4","-7.3",NULL,2,"-",NULL,NULL,"C5H10O8P-",NULL,"C2H4O5P-",NULL,"ara5p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts",NULL,"5000","1",NULL,True,False,NULL,NULL,"229.0113288078",NULL,"tuning",1462,NULL,NULL
"852.582","79",NULL,"Malonyl-CoA","-18.1","-10","-136.9","-9.7",NULL,1,"-",NULL,NULL,"C24H37N7O19P3S-",NULL,"O3P-",NULL,"malcoa",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts",NULL,"5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f}","852.107777264",NULL,"tuning",1463,"{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}"
"866","339",NULL,"Succinyl-CoA","-15.9","-10","-69.2","-20.9",NULL,NULL,"-",3,"550000","C25H39N7O19P3S-",NULL,NULL,NULL,"succoa",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts",NULL,"5000","1",NULL,False,False,"{t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t}",NULL,"866.1234273282",NULL,"tuning",1464,"{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}",NULL
"321.0487769466","78.9585053763",NULL,"dTMP-C10H14N2O8P_O3P","-45.1","-10","-70.2","-9",NULL,NULL,"-",NULL,NULL,"C10H14N2O8P-",NULL,"O3P-",NULL,"dtmp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dtmp.dtmp_m0-0","5000","1","dtmp.dtmp_m0-0",False,False,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","321.0487769466","78.9585053763","isotopomer_13C",1484,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"322.0521317844","78.9585053763",NULL,"dTMP-C9[13C]H14N2O8P_O3P","-45.1","-10","-70.2","-9",NULL,NULL,"-",NULL,NULL,"C9[13C]H14N2O8P-",NULL,"O3P-",NULL,"dtmp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dtmp.dtmp_m1-0","5000","1","dtmp.dtmp_m1-0",False,False,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","322.0521317844","78.9585053763","isotopomer_13C",1485,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
